time,x,y,z,vx,vy,vz,priority,type
0.0,8671.854240890474,6067.931129472054,5336.908007776457,113.89808886249753,-192.87182787360558,-7.838592954982688,2,cruise
0.1,8683.243887110802,6048.642884270282,5336.908007776457,113.89646220329209,-192.88245201772418,-7.843887349256349,2,cruise
0.2,8694.632656470354,6029.354544805955,5336.908007776457,113.88769359551041,-192.8833946432667,-7.861464633169915,2,cruise
0.30000000000000004,8706.01995878466,6010.06833458874,5336.908007776457,113.8730231430565,-192.86210217214642,-7.8743388589826555,2,cruise
0.4,8717.406164313386,5990.783961285054,5336.908007776457,113.86205528727196,-192.8437330368632,-7.845288187290252,2,cruise
0.5,8728.791198275485,5971.499219732411,5336.908007776457,113.8503396209837,-192.8474155264311,-7.841872631780847,2,cruise
0.6000000000000001,8740.177960935227,5952.213491322689,5336.908007776457,113.86762659742776,-192.85728409721537,-7.844325410240268,2,cruise
0.7000000000000001,8751.565500932546,5932.928197679042,5336.908007776457,113.87539997318838,-192.8529364364707,-7.848086970952569,2,cruise
0.8,8762.9529071069,5913.641529139586,5336.908007776457,113.87406174354322,-192.86668539455442,-7.850468708392316,2,cruise
0.9,8774.340046893763,5894.35509277002,5336.908007776457,113.87139786864313,-192.86436369565817,-7.856021980580506,2,cruise
1.0,8785.72765821915,5875.069669116272,5336.908007776457,113.87611325386858,-192.85423653747998,-7.8544676873038215,2,cruise
1.1,8797.115621300945,5855.784298617872,5336.908007776457,113.87963081795257,-192.8537049840042,-7.854466843372907,2,cruise
1.2000000000000002,8808.502862824707,5836.499244613733,5336.908007776457,113.87241523761715,-192.85054004138746,-7.855439709357042,2,cruise
1.3,8819.892197516778,5817.215763964497,5336.908007776457,113.89334692070645,-192.8348064923627,-7.851581243831477,2,cruise
1.4000000000000001,8831.28076915164,5797.931170903788,5336.908007776457,113.8857163486095,-192.84593060708252,-7.8396698143005885,2,cruise
1.5,8842.669603535725,5778.647057986484,5336.908007776457,113.88834384086098,-192.8411291730486,-7.8571156741703305,2,cruise
1.6,8854.059365358293,5759.363399489517,5336.908007776457,113.89761822567657,-192.83658496966646,-7.868219981014476,2,cruise
1.7000000000000002,8865.448655656053,5740.080004709755,5336.908007776457,113.89290297760206,-192.8339477976229,-7.8676953130309135,2,cruise
1.8,8876.837653782628,5720.796506441724,5336.908007776457,113.88998126574403,-192.83498268030357,-7.8702150868129825,2,cruise
1.9000000000000001,8888.226804471715,5701.514479665667,5336.908007776457,113.89150689086505,-192.82026776057364,-7.895881671222296,2,cruise
2.0,8899.615718310537,5682.23262940203,5336.908007776457,113.88913838821995,-192.8185026363599,-7.8929217313254245,2,cruise
2.1,8911.004260234778,5662.949022416612,5336.908007776457,113.88541924240674,-192.8360698541847,-7.889641776488284,2,cruise
2.2,8922.394529509233,5643.663881569789,5336.908007776457,113.90269274454839,-192.85140846823387,-7.881003496351302,2,cruise
2.3000000000000003,8933.784470258464,5624.378679398619,5336.908007776457,113.89940749231717,-192.85202171169215,-7.891532481458341,2,cruise
2.4000000000000004,8945.174076551524,5605.094777272045,5336.908007776457,113.8960629305936,-192.83902126574515,-7.885705929038465,2,cruise
2.5,8956.565415156188,5585.8120525573595,5336.908007776457,113.9133860466477,-192.82724714685537,-7.881315062249169,2,cruise
2.6,8967.95849769538,5566.529766835833,5336.908007776457,113.93082539190938,-192.822857215268,-7.873035180481199,2,cruise
2.7,8979.351283663616,5547.247547660121,5336.908007776457,113.92785968237403,-192.8221917571094,-7.880009418714201,2,cruise
2.8000000000000003,8990.74505921579,5527.964150180787,5336.908007776457,113.93775552171998,-192.83397479334056,-7.872185915290025,2,cruise
2.9000000000000004,9002.138644116903,5508.681923948547,5336.908007776457,113.93584901114492,-192.8222623224059,-7.864677225402713,2,cruise
3.0,9013.534049664175,5489.400428490997,5336.908007776457,113.9540554727214,-192.8149545754945,-7.880397627959245,2,cruise
3.1,9024.929388258273,5470.117761026255,5336.908007776457,113.9533859409924,-192.82667464742045,-7.885580426382908,2,cruise
3.2,9036.326238080806,5450.835731095323,5336.908007776457,113.96849822532518,-192.82029930931148,-7.892569730668695,2,cruise
3.3000000000000003,9047.722074185973,5431.553733946485,5336.908007776457,113.95836105166077,-192.81997148838272,-7.904735332162507,2,cruise
3.4000000000000004,9059.11723915086,5412.272048807119,5336.908007776457,113.95164964888681,-192.8168513936672,-7.89318221180144,2,cruise
3.5,9070.513012877222,5392.9880723782435,5336.908007776457,113.95773726360906,-192.8397642887532,-7.890138544511137,2,cruise
3.6,9081.908858637156,5373.704509839654,5336.908007776457,113.95845759934139,-192.83562538589948,-7.873976447694625,2,cruise
3.7,9093.302641158814,5354.420356197638,5336.908007776457,113.93782521657334,-192.84153642015139,-7.868067384466691,2,cruise
