time,x,y,z,vx,vy,vz,priority,type
0.0,-3968.6706173233424,1573.5628459934976,2249.0922024877054,44.76732382298861,132.1852984265365,-3.476589849596894,3,aircraft
0.1,-3964.1897309799856,1586.7815145984216,2248.7448638839323,44.808863433569684,132.18668604923914,-3.4733860377305525,3,aircraft
0.2,-3959.7066921563137,1599.99849188128,2248.3981914209044,44.83038823671901,132.1697728285838,-3.4667246302781876,3,aircraft
0.30000000000000004,-3955.2237050583376,1613.2160969805614,2248.0498522202647,44.82987097975993,132.17605099281295,-3.4833920063971755,3,aircraft
0.4,-3950.743897095348,1626.4295561129707,2247.699278251399,44.79807962989375,132.13459132409312,-3.5057396886569676,3,aircraft
0.5,-3946.2650064829286,1639.6424288622068,2247.352578744858,44.78890612419496,132.12872749236016,-3.466995065408377,3,aircraft
0.6000000000000001,-3941.783903883769,1652.85337742921,2247.006574655222,44.811025991593105,132.10948567003334,-3.460040896359358,3,aircraft
0.7000000000000001,-3937.3036154410825,1666.0637572685373,2246.6609412168846,44.8028844268661,132.10379839327254,-3.4563343833710505,3,aircraft
0.8,-3932.822088656162,1679.2734585908968,2246.317435481613,44.81526784920561,132.09701322359487,-3.4350573527163633,3,aircraft
0.9,-3928.342845747694,1692.483172591381,2245.979125093794,44.792429084682766,132.09714000484212,-3.3831038781844467,3,aircraft
1.0,-3923.8631566797403,1705.6957530208783,2245.6409977463322,44.796890679535274,132.12580429497424,-3.3812734746209827,3,aircraft
1.1,-3919.382306057596,1718.908219883987,2245.302529583708,44.80850622144187,132.1246686310864,-3.3846816262442667,3,aircraft
1.2000000000000002,-3914.9030144002454,1732.1215473498135,2244.962358346705,44.792916573507355,132.13327465826555,-3.401712370027982,3,aircraft
1.3,-3910.422391572422,1745.337045389649,2244.622920172517,44.806228278233625,132.15498039835447,-3.394381741883237,3,aircraft
1.4000000000000001,-3905.9423412420656,1758.553451360643,2244.2828646522175,44.800503303562515,132.16405970994063,-3.4005552029941652,3,aircraft
1.5,-3901.4604198174584,1771.7661945194686,2243.9421379171818,44.819214246071816,132.12743158825631,-3.407267350356538,3,aircraft
1.6,-3896.9824800168412,1784.9759475566339,2243.604138906606,44.77939800616934,132.09753037165177,-3.37999010576026,3,aircraft
1.7000000000000002,-3892.5027498462605,1798.1842616333324,2243.2631348891177,44.79730170580877,132.08314076698608,-3.410040174881078,3,aircraft
1.8,-3888.0289487333553,1811.3914887190151,2242.926971701654,44.73801112905194,132.07227085682743,-3.36163187463613,3,aircraft
1.9000000000000001,-3883.554277851907,1824.5975966601259,2242.5917386746096,44.74670881448122,132.06107941110645,-3.3523302704461235,3,aircraft
2.0,-3879.082728887165,1837.8031099545112,2242.256704602511,44.71548964742133,132.0551329438525,-3.350340720985809,3,aircraft
2.1,-3874.6113521237266,1851.0102048611398,2241.922359820865,44.71376763438491,132.0709490662863,-3.343447816461088,3,aircraft
2.2,-3870.138638708252,1864.215923023204,2241.5898106700356,44.72713415474707,132.05718162064167,-3.325491508292877,3,aircraft
2.3000000000000003,-3865.662667418882,1877.4197008862288,2241.255486127895,44.75971289369955,132.03777863024865,-3.3432454214071683,3,aircraft
2.4000000000000004,-3861.184024560839,1890.6230960612804,2240.923969228538,44.786428580425955,132.03395175051475,-3.315168993565837,3,aircraft
2.5,-3856.7062667742202,1903.8294013274844,2240.592715300815,44.77757786618811,132.06305266204015,-3.312539277229728,3,aircraft
