Time Step,Target ID,Radar ID
0,0,3
0,1,3
0,2,3
0,3,3
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,4
0,10,4
0,11,4
0,12,0
0,13,0
0,14,2
0,15,2
0,16,2
0,17,2
0,18,2
0,19,2
